id,type,name,elevation_ft,municipality,gps_code,iata_code,local_code,latitude,longitude,state_code
KAIY,closed,Atlantic City Municipal Bader Field,8.0,Atlantic City,KAIY,AIY,AIY, 39.3600006104,-74.4561004639,NJ
KAIZ,small_airport,Lee C Fine Memorial Airport,869.0,Kaiser Lake Ozark,KAIZ,AIZ,AIZ, 38.0960006714,-92.54949951170002,MO
KAKO,small_airport,Colorado Plains Regional Airport,4714.0,Akron,KAKO,AKO,AKO, 40.1755981445,-103.222000122,CO
KAKR,medium_airport,Akron Fulton International Airport,1067.0,Akron,KAKR,AKC,AKR, 41.0374984741,-81.4669036865,OH
KALB,medium_airport,Albany International Airport,285.0,Albany,KALB,ALB,ALB, 42.74829864501953,-73.80169677734375,NY
KALI,medium_airport,Alice International Airport,178.0,Alice,KALI,ALI,ALI, 27.740900039699998,-98.02690124510002,TX
KALM,medium_airport,Alamogordo White Sands Regional Airport,4200.0,Alamogordo,KALM,ALM,ALM, 32.8399009705,-105.990997314,NM
KALN,medium_airport,St Louis Regional Airport,544.0,Alton/St Louis,KALN,ALN,ALN, 38.89030075069999,-90.0459976196,IL
KALO,medium_airport,Waterloo Regional Airport,873.0,Waterloo,KALO,ALO,ALO, 42.557098388671875,-92.40029907226562,IA
KALS,medium_airport,San Luis Valley Regional Bergman Field,7539.0,Alamosa,KALS,ALS,ALS, 37.434898,-105.866997,CO
KALW,medium_airport,Walla Walla Regional Airport,1194.0,Walla Walla,KALW,ALW,ALW, 46.09489822,-118.288002,WA
KALX,small_airport,Thomas C Russell Field,686.0,Alexander City,KALX,ALX,ALX, 32.914699554399995,-85.9629974365,AL
KAMA,large_airport,Rick Husband Amarillo International Airport,3607.0,Amarillo,KAMA,AMA,AMA, 35.219398,-101.706001,TX
KAMN,small_airport,Gratiot Community Airport,754.0,Alma,KAMN,AMN,AMN, 43.322101593,-84.68800354,MI
KAMW,small_airport,Ames Municipal Airport,956.0,Ames,KAMW,AMW,AMW, 41.992001,-93.621803,IA
KANB,medium_airport,Anniston Regional Airport,612.0,Anniston,KANB,ANB,ANB, 33.5882,-85.8581,AL
KAND,medium_airport,Anderson Regional Airport,782.0,Anderson,KAND,AND,AND, 34.4945983887,-82.70939636230001,SC
KANK,small_airport,Harriet Alexander Field,7523.0,Salida,KANK,SLT,ANK, 38.538299560547,-106.04900360107,CO
KANP,small_airport,Lee Airport,34.0,Annapolis,KANP,ANP,ANP, 38.942902,-76.568398,MD
KANQ,small_airport,Tri State Steuben County Airport,995.0,Angola,KANQ,ANQ,ANQ, 41.639702,-85.083504,IN
KANW,small_airport,Ainsworth Regional Airport,2589.0,Ainsworth,KANW,ANW,ANW, 42.579201,-99.992995,NE
KANY,small_airport,Anthony Municipal Airport,1340.0,Anthony,KANY,ANY,ANY, 37.158501,-98.079597,KS
KAOH,small_airport,Lima Allen County Airport,975.0,Lima,KAOH,AOH,AOH, 40.706902,-84.026703,OH
KAOO,medium_airport,Altoona Blair County Airport,1503.0,Altoona,KAOO,AOO,AOO, 40.29639816,-78.31999969,PA
KAPA,medium_airport,Centennial Airport,5885.0,Denver,KAPA,APA,APA, 39.57009888,-104.848999,CO
KAPC,small_airport,Napa County Airport,35.0,Napa,KAPC,APC,APC, 38.2132,-122.280998,CA
KAPF,medium_airport,Naples Municipal Airport,8.0,Naples,KAPF,APF,APF, 26.1525993347,-81.7752990723,FL
KAPG,medium_airport,Phillips Army Air Field,57.0,Aberdeen Proving Grounds(Aberdeen),KAPG,APG,APG, 39.466202,-76.1688,MD
KAPH,small_airport,A P Hill AAF (Fort A P Hill) Airport,220.0,Fort A. P. Hill,KAPH,APH,APH, 38.068902,-77.318298,VA
KAPN,medium_airport,Alpena County Regional Airport,690.0,Alpena,KAPN,APN,APN, 45.0780983,-83.56030273,MI
KAPT,small_airport,Marion County Brown Field,641.0,Jasper,KAPT,APT,APT, 35.060699,-85.585297,TN
KAPV,small_airport,Apple Valley Airport,3062.0,Apple Valley,KAPV,APV,APV, 34.575298309299995,-117.185997009,CA
KARA,medium_airport,Acadiana Regional Airport,24.0,New Iberia,KARA,ARA,ARA, 30.0378,-91.883904,LA
KARB,small_airport,Ann Arbor Municipal Airport,839.0,Ann Arbor,KARB,ARB,ARB, 42.2229995728,-83.74559783939999,MI
KARG,small_airport,Walnut Ridge Regional Airport,279.0,Walnut Ridge,KARG,ARG,ARG, 36.124667,-90.925111,AR
KARM,small_airport,Wharton Regional Airport,100.0,Wharton,KARM,WHT,ARM, 29.254299163800003,-96.1544036865,TX
KARR,small_airport,Aurora Municipal Airport,712.0,Chicago/Aurora,KARR,AUZ,ARR, 41.771900177,-88.47570037839999,IL
KART,medium_airport,Watertown International Airport,325.0,Watertown,KART,ART,ART, 43.99190139770508,-76.02169799804688,NY
KARV,small_airport,Lakeland-Noble F. Lee Memorial field,1629.0,Minocqua-Woodruff,KARV,ARV,ARV, 45.92789841,-89.73090363,WI
KARW,small_airport,Beaufort County Airport,10.0,Beaufort,KARW,BFT,ARW, 32.4122009277,-80.6343994141,SC
KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,7820.0,Aspen,KASE,ASE,ASE, 39.22320175,-106.8690033,CO
KASG,small_airport,Springdale Municipal Airport,1353.0,Springdale,KASG,SPZ,ASG, 36.176399231,-94.1193008423,AR
KASH,small_airport,Boire Field,199.0,Nashua,KASH,ASH,ASH, 42.7817001343,-71.51480102539999,NH
KASL,small_airport,Harrison County Airport,357.0,Marshall,KASL,ASL,ASL, 32.5205001831,-94.307800293,TX
KASN,small_airport,Talladega Municipal Airport,529.0,Talladega,KASN,ASN,ASN, 33.569900512699995,-86.05090332030001,AL
KAST,medium_airport,Astoria Regional Airport,15.0,Astoria,KAST,AST,AST, 46.158000946,-123.878997803,OR
KASX,small_airport,John F Kennedy Memorial Airport,827.0,Ashland,KASX,ASX,ASX, 46.54850006,-90.91899872,WI
KASY,small_airport,Ashley Municipal Airport,2032.0,Ashley,KASY,ASY,ASY, 46.0238990784,-99.3526000977,ND
KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,Atlanta,KATL,ATL,ATL, 33.6367,-84.428101,GA
KATS,small_airport,Artesia Municipal Airport,3541.0,Artesia,KATS,ATS,ATS, 32.8525009155,-104.468002319,NM
KATW,small_airport,Appleton International Airport,918.0,Appleton,KATW,ATW,ATW, 44.258098602299995,-88.5190963745,WI
KATY,medium_airport,Watertown Regional Airport,1749.0,Watertown,KATY,ATY,ATY, 44.91400146,-97.15470123,SD
KAUG,medium_airport,Augusta State Airport,352.0,Augusta,KAUG,AUG,AUG, 44.320598602299995,-69.7973022461,ME
KAUM,small_airport,Austin Municipal Airport,1234.0,Austin,KAUM,AUM,AUM, 43.66500092,-92.93340302,MN
KAUN,small_airport,Auburn Municipal Airport,1539.0,Auburn,KAUN,AUN,AUN, 38.95479965,-121.0820007,CA
KAUO,small_airport,Auburn University Regional Airport,777.0,Auburn,KAUO,AUO,AUO, 32.615101,-85.433998,AL
KAUS,large_airport,Austin Bergstrom International Airport,542.0,Austin,KAUS,AUS,AUS, 30.194499969482422,-97.6698989868164,TX
KAUW,medium_airport,Wausau Downtown Airport,1201.0,Wausau,KAUW,AUW,AUW, 44.9262008667,-89.6266021729,WI
KAVL,large_airport,Asheville Regional Airport,2165.0,Asheville,KAVL,AVL,AVL, 35.43619918823242,-82.54180145263672,NC
KAVO,small_airport,Avon Park Executive Airport,160.0,Avon Park,KAVO,AVO,AVO, 27.59119987,-81.52780151,FL
KAVP,medium_airport,Wilkes Barre Scranton International Airport,962.0,Wilkes-Barre/Scranton,KAVP,AVP,AVP, 41.338500976599995,-75.72339630130001,PA
KAVQ,small_airport,Marana Regional Airport,2031.0,Tucson,KAVQ,AVW,AVQ, 32.4095993042,-111.218002319,AZ
KAVX,small_airport,Catalina Airport,1602.0,Avalon,KAVX,AVX,AVX, 33.4049,-118.416,CA
KAWM,small_airport,West Memphis Municipal Airport,212.0,West Memphis,KAWM,AWM,AWM, 35.1351013184,-90.2343978882,AR
KAXA,small_airport,Algona Municipal Airport,1219.0,Algona,KAXA,AXG,AXA, 43.0778999329,-94.2720031738,IA
KAXN,medium_airport,Chandler Field,1425.0,Alexandria,KAXN,AXN,AXN, 45.8662986755,-95.39469909670001,MN
KAXS,small_airport,Altus Quartz Mountain Regional Airport,1433.0,Altus,KAXS,AXS,AXS, 34.697952,-99.3385,OK
KAXV,small_airport,Neil Armstrong Airport,913.0,Wapakoneta,KAXV,AXV,AXV, 40.49340057,-84.29889679,OH
KAXX,small_airport,Angel Fire Airport,8380.0,Angel Fire,KAXX,AXX,AXX, 36.422000885,-105.290000916,NM
KAYE,closed,Ft Devens Moore Army Air Field,269.0,,KAYE,AYE,, 42.56999969482422,-71.60279846191406,MA
KAYS,small_airport,Waycross Ware County Airport,142.0,Waycross,KAYS,AYS,AYS, 31.2490997314,-82.39550018310001,GA
KAYX,small_airport,Arnold Air Force Base,1067.0,Tullahoma,KAYX,TUH,AYX, 35.39260101,-86.08580017,TN
KAZO,medium_airport,Kalamazoo Battle Creek International Airport,874.0,Kalamazoo,KAZO,AZO,AZO, 42.234901428222656,-85.5521011352539,MI
KBAB,large_airport,Beale Air Force Base,113.0,Marysville,KBAB,BAB,BAB, 39.136100769,-121.43699646,CA
KBAD,large_airport,Barksdale Air Force Base,166.0,Bossier City,KBAD,BAD,BAD, 32.5018005371,-93.6626968384,LA
KBAF,medium_airport,Westfield-Barnes Regional Airport,271.0,Westfield/Springfield,KBAF,BAF,BAF, 42.157799,-72.715599,MA
KBAK,medium_airport,Columbus Municipal Airport,656.0,Columbus,KBAK,CLU,BAK, 39.2619018555,-85.8963012695,IN
KBAM,small_airport,Battle Mountain Airport,4532.0,Battle Mountain,KBAM,BAM,BAM, 40.598999023400005,-116.874000549,NV
KBBB,small_airport,Benson Municipal Airport,1039.0,Benson,KBBB,BBB,BBB, 45.331901550299996,-95.6505966187,MN
KBBD,medium_airport,Curtis Field,1827.0,Brady,KBBD,BBD,BBD, 31.1793003082,-99.3238983154,TX
KBBP,small_airport,Marlboro County Jetport H.E. Avent Field,147.0,Bennettsville,KBBP,BTN,BBP, 34.62170029,-79.73439789,SC
KBBW,small_airport,Broken Bow Municipal Airport,2547.0,Broken Bow,KBBW,BBW,BBW, 41.4365005493,-99.6421966553,NE
KBCB,small_airport,Virginia Tech Montgomery Executive Airport,2132.0,Blacksburg,KBCB,BCB,BCB, 37.207599639899996,-80.4077987671,VA
KBCE,medium_airport,Bryce Canyon Airport,7590.0,Bryce Canyon,KBCE,BCE,BCE, 37.706401825,-112.144996643,UT
KBCT,small_airport,Boca Raton Airport,13.0,Boca Raton,KBCT,BCT,BCT, 26.3784999847,-80.1076965332,FL
KBDE,medium_airport,Baudette International Airport,1086.0,Baudette,KBDE,BDE,BDE, 48.7284011841,-94.612197876,MN
KBDG,small_airport,Blanding Municipal Airport,5868.0,Blanding,KBDG,BDG,BDG, 37.58330154,-109.4830017,UT
KBDL,large_airport,Bradley International Airport,173.0,Hartford,KBDL,BDL,BDL, 41.9388999939,-72.68319702149999,CT
KBDR,medium_airport,Igor I Sikorsky Memorial Airport,9.0,Bridgeport,KBDR,BDR,BDR, 41.16350173950195,-73.1261978149414,CT
KBDU,small_airport,Boulder Municipal Airport,5288.0,Boulder,KBDU,WBU,BDU, 40.0393981934,-105.225997925,CO
KBE,seaplane_base,Bell Island Hot Springs Seaplane Base,,Bell Island,KBE,KBE,KBE, 55.9291000366,-131.572006226,AK
KBEC,small_airport,Beech Factory Airport,1408.0,Wichita,KBEC,BEC,BEC, 37.694499969499994,-97.21499633790002,KS
KBED,medium_airport,Laurence G Hanscom Field,133.0,Bedford,KBED,BED,BED, 42.47000122,-71.28900146,MA
KBEH,small_airport,Southwest Michigan Regional Airport,643.0,Benton Harbor,KBEH,BEH,BEH, 42.128601074200006,-86.4284973145,MI
KBFD,medium_airport,Bradford Regional Airport,2143.0,Bradford,KBFD,BFD,BFD, 41.8031005859375,-78.64009857177734,PA
KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,3967.0,Scottsbluff,KBFF,BFF,BFF, 41.87400055,-103.5960007,NE
KBFI,large_airport,Boeing Field King County International Airport,21.0,Seattle,KBFI,BFI,BFI, 47.529998779296875,-122.302001953125,WA
KBFL,medium_airport,Meadows Field,510.0,Bakersfield,KBFL,BFL,BFL, 35.43360138,-119.0569992,CA
KBFM,medium_airport,Mobile Downtown Airport,26.0,Mobile,KBFM,BFM,BFM, 30.626800537100003,-88.06809997559999,AL
KBFR,small_airport,Virgil I Grissom Municipal Airport,727.0,Bedford,KBFR,BFR,BFR, 38.84000015,-86.44539642,IN
KBGD,small_airport,Hutchinson County Airport,3055.0,Borger,KBGD,BGD,BGD, 35.700901031499995,-101.393997192,TX
KBGE,small_airport,Decatur County Industrial Air Park,141.0,Bainbridge,KBGE,BGE,BGE, 30.9715004,-84.63739777,GA
KBGM,medium_airport,Greater Binghamton/Edwin A Link field,1636.0,Binghamton,KBGM,BGM,BGM, 42.20869827,-75.97979736,NY
KBGR,large_airport,Bangor International Airport,192.0,Bangor,KBGR,BGR,BGR, 44.80739974975586,-68.8281021118164,ME
KBHB,medium_airport,Hancock County-Bar Harbor Airport,83.0,Bar Harbor,KBHB,BHB,BHB, 44.45000076,-68.3615036,ME
KBHM,large_airport,Birmingham-Shuttlesworth International Airport,650.0,Birmingham,KBHM,BHM,BHM, 33.56290054,-86.75350189,AL
KBID,small_airport,Block Island State Airport,108.0,Block Island,KBID,BID,BID, 41.1680984497,-71.577796936,RI
KBIE,small_airport,Beatrice Municipal Airport,1324.0,Beatrice,KBIE,BIE,BIE, 40.301300048799995,-96.75409698490002,NE
KBIF,medium_airport,Biggs Army Air Field (Fort Bliss),3946.0,Fort Bliss/El Paso,KBIF,BIF,BIF, 31.84950066,-106.3799973,TX
KBIH,medium_airport,Eastern Sierra Regional Airport,4124.0,Bishop,KBIH,BIH,BIH, 37.3731002808,-118.363998413,CA
KBIL,large_airport,Billings Logan International Airport,3652.0,Billings,KBIL,BIL,BIL, 45.807701110839844,-108.54299926757812,MT
KBIS,medium_airport,Bismarck Municipal Airport,1661.0,Bismarck,KBIS,BIS,BIS, 46.772701263427734,-100.74600219726562,ND
KBIX,medium_airport,Keesler Air Force Base,33.0,Biloxi,KBIX,BIX,BIX, 30.4104003906,-88.92440032959999,MS
KBJC,medium_airport,Rocky Mountain Metropolitan Airport,5673.0,Denver,KBJC,BJC,BJC, 39.90879822,-105.1169968,CO
KBJI,medium_airport,Bemidji Regional Airport,1391.0,Bemidji,KBJI,BJI,BJI, 47.50939941,-94.93370056,MN
KBJJ,small_airport,Wayne County Airport,1136.0,Wooster,KBJJ,BJJ,BJJ, 40.874801635699995,-81.88829803470001,OH
KBKD,small_airport,Stephens County Airport,1284.0,Breckenridge,KBKD,BKD,BKD, 32.71900177,-98.89099884030001,TX
KBKE,medium_airport,Baker City Municipal Airport,3373.0,Baker City,KBKE,BKE,BKE, 44.837299346900004,-117.808998108,OR
KBKF,medium_airport,Buckley Air Force Base,5662.0,Aurora,KBKF,BFK,BKF, 39.701698303200004,-104.751998901,CO
KBKL,medium_airport,Burke Lakefront Airport,583.0,Cleveland,KBKL,BKL,BKL, 41.51750183105469,-81.68329620361328,OH
KBKT,small_airport,Allen C Perkinson Blackstone Army Air Field,439.0,Blackstone,KBKT,BKT,BKT, 37.0741996765,-77.9574966431,VA
KBKW,medium_airport,Raleigh County Memorial Airport,2504.0,Beckley,KBKW,BKW,BKW, 37.787300109899995,-81.1241989136,WV
KBKX,small_airport,Brookings Regional Airport,1648.0,Brookings,KBKX,BKX,BKX, 44.304798,-96.816902,SD
KBLF,medium_airport,Mercer County Airport,2857.0,Bluefield,KBLF,BLF,BLF, 37.295799255371094,-81.20770263671875,WV
KBLH,medium_airport,Blythe Airport,399.0,Blythe,KBLH,BLH,BLH, 33.6192016602,-114.717002869,CA
KBLI,medium_airport,Bellingham International Airport,170.0,Bellingham,KBLI,BLI,BLI, 48.79280090332031,-122.53800201416016,WA
KBLM,small_airport,Monmouth Executive Airport,153.0,Belmar/Farmingdale,KBLM,BLM,BLM, 40.18690109,-74.12490082,NJ
KBLU,small_airport,Blue Canyon Nyack Airport,5284.0,Emigrant Gap,KBLU,BLU,BLU, 39.2750015259,-120.709999084,CA
KBLV,large_airport,Scott AFB/Midamerica Airport,459.0,Belleville,KBLV,BLV,BLV, 38.5452,-89.835197,IL
KBMC,small_airport,Brigham City Regional Airport,4229.0,Brigham City,KBMC,BMC,BMC, 41.552399,-112.061996,UT
KBMG,medium_airport,Monroe County Airport,846.0,Bloomington,KBMG,BMG,BMG, 39.145999908447266,-86.61669921875,IN
KBMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,871.0,Bloomington/Normal,KBMI,BMI,BMI, 40.47710037,-88.91590118,IL
KBML,small_airport,Berlin Regional Airport,1161.0,Berlin,KBML,BML,BML, 44.57540131,-71.17590332,NH
KBMT,small_airport,Beaumont Municipal Airport,32.0,Beaumont,KBMT,BMT,BMT, 30.0706996918,-94.21579742430002,TX
KBNA,large_airport,Nashville International Airport,599.0,Nashville,KBNA,BNA,BNA, 36.1245002746582,-86.6781997680664,TN
KBNG,small_airport,Banning Municipal Airport,2219.0,Banning,KBNG,BNG,BNG, 33.9230995178,-116.850997925,CA
KBNL,small_airport,Barnwell Regional Airport,246.0,Barnwell,KBNL,BNL,BNL, 33.25780106,-81.38829803,SC
KBNO,medium_airport,Burns Municipal Airport,4148.0,Burns,KBNO,BNO,BNO, 43.5918998718,-118.955001831,OR
KBNW,small_airport,Boone Municipal Airport,1160.0,Boone,KBNW,BNW,BNW, 42.0495986938,-93.8476028442,IA
KBOI,large_airport,Boise Air Terminal/Gowen Field,2871.0,Boise,KBOI,BOI,BOI, 43.5644,-116.223,ID
KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,Boston,KBOS,BOS,BOS, 42.36429977,-71.00520325,MA
KBOW,small_airport,Bartow Municipal Airport,125.0,Bartow,KBOW,BOW,BOW, 27.943399429299998,-81.78340148930002,FL
KBPG,small_airport,Big Spring Mc Mahon-Wrinkle Airport,2573.0,Big Spring,KBPG,HCA,BPG, 32.212601,-101.522003,TX
KBPI,medium_airport,Miley Memorial Field,6990.0,Big Piney,KBPI,BPI,BPI, 42.58509827,-110.1110001,WY
KBPK,medium_airport,Ozark Regional Airport,928.0,Mountain Home,KBPK,WMH,BPK, 36.3689002991,-92.47049713130001,AR
KBPT,medium_airport,Southeast Texas Regional Airport,15.0,Beaumont/Port Arthur,KBPT,BPT,BPT, 29.9507999420166,-94.02069854736328,TX
KBQK,medium_airport,Brunswick Golden Isles Airport,26.0,Brunswick,KBQK,BQK,BQK, 31.258800506591797,-81.46649932861328,GA
KBRD,medium_airport,Brainerd Lakes Regional Airport,1232.0,Brainerd,KBRD,BRD,BRD, 46.39830017,-94.13809967,MN
KBRL,medium_airport,Southeast Iowa Regional Airport,698.0,Burlington,KBRL,BRL,BRL, 40.783199310302734,-91.12550354003906,IA
KBRO,medium_airport,Brownsville South Padre Island International Airport,22.0,Brownsville,KBRO,BRO,BRO, 25.90679931640625,-97.4259033203125,TX
KBRY,small_airport,Samuels Field,669.0,Bardstown,KBRY,BRY,BRY, 37.8143005371,-85.4996032715,KY
KBTF,small_airport,Skypark Airport,4234.0,Bountiful,KBTF,BTF,BTF, 40.8694000244,-111.927001953,UT
KBTL,medium_airport,W K Kellogg Airport,952.0,Battle Creek,KBTL,BTL,BTL, 42.307300567599995,-85.2515029907,MI
KBTM,medium_airport,Bert Mooney Airport,5550.0,Butte,KBTM,BTM,BTM, 45.95479965209961,-112.49700164794922,MT
KBTN,small_airport,Britton Municipal Airport,1318.0,Britton,KBTN,TTO,BTN, 45.815200805664,-97.743103027344,SD
KBTP,small_airport,Pittsburgh/Butler Regional Airport,1248.0,Butler,KBTP,BTP,BTP, 40.776901,-79.949699,PA
KBTR,medium_airport,Baton Rouge Metropolitan Airport,70.0,Baton Rouge,KBTR,BTR,BTR, 30.533199,-91.149597,LA
KBTV,medium_airport,Burlington International Airport,335.0,Burlington,KBTV,BTV,BTV, 44.471900939899996,-73.15329742429999,VT
KBTY,small_airport,Beatty Airport,3170.0,Beatty,KBTY,BTY,BTY, 36.8610992432,-116.787002563,NV
KBUB,small_airport,Cram Field,2182.0,Burwell,KBUB,BUB,BUB, 41.776699066199996,-99.14969635010002,NE
KBUF,large_airport,Buffalo Niagara International Airport,728.0,Buffalo,KBUF,BUF,BUF, 42.94049835,-78.73220062,NY
KBUM,small_airport,Butler Memorial Airport,892.0,Butler,KBUM,BUM,BUM, 38.2897987366,-94.3401031494,MO
KBUR,medium_airport,Bob Hope Airport,778.0,Burbank,KBUR,BUR,BUR, 34.20069885253906,-118.35900115966797,CA
KBVI,medium_airport,Beaver County Airport,1253.0,Beaver Falls,KBVI,BFP,BVI, 40.7724990845,-80.39140319820001,PA
KBVO,small_airport,Bartlesville Municipal Airport,711.0,Bartlesville,KBVO,BVO,BVO, 36.76250076,-96.01119995,OK
KBVS,small_airport,Skagit Regional Airport,144.0,Burlington/Mount Vernon,KBVS,MVW,BVS, 48.4709014893,-122.42099762,WA
KBVX,small_airport,Batesville Regional Airport,465.0,Batesville,KBVX,BVX,BVX, 35.7262001,-91.64730072,AR
KBVY,medium_airport,Beverly Municipal Airport,107.0,Beverly,KBVY,BVY,BVY, 42.584201812699995,-70.91649627689999,MA
KBWC,small_airport,Brawley Municipal Airport,-128.0,Brawley,KBWC,BWC,BWC, 32.99290085,-115.5169983,CA
KBWD,small_airport,Brownwood Regional Airport,1387.0,Brownwood,KBWD,BWD,BWD, 31.793600082399998,-98.9564971924,TX
KBWG,medium_airport,Bowling Green Warren County Regional Airport,547.0,Bowling Green,KBWG,BWG,BWG, 36.964500427199994,-86.41970062259999,KY
KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,KBWI,BWI,BWI, 39.1754,-76.668297,MD
KBWP,small_airport,Harry Stern Airport,968.0,Wahpeton,KBWP,WAH,BWP, 46.2440986633,-96.6073989868,ND
KBWW,small_airport,Bowman Regional Airport,2965.0,Bowman,KBWW,BWM,BWW, 46.1655193,-103.30075,ND
KBXA,small_airport,George R Carr Memorial Air Field,119.0,Bogalusa,KBXA,BXA,BXA, 30.813699722299997,-89.8649978638,LA
KBXK,small_airport,Buckeye Municipal Airport,1033.0,Buckeye,KBXK,BXK,BXK, 33.42039871,-112.685997,AZ
KBYG,small_airport,Johnson County Airport,4968.0,Buffalo,KBYG,BYG,BYG, 44.381099700899995,-106.722000122,WY
KBYH,medium_airport,Arkansas International Airport,254.0,Blytheville,KBYH,BYH,BYH, 35.9642982483,-89.94400024410001,AR
KBYI,medium_airport,Burley Municipal Airport,4150.0,Burley,KBYI,BYI,BYI, 42.542598724399994,-113.772003174,ID
KBYS,medium_airport,Bicycle Lake Army Air Field,2350.0,Fort Irwin/Barstow,KBYS,BYS,BYS, 35.2804985046,-116.629997253,CA
KBYY,small_airport,Bay City Municipal Airport,45.0,Bay City,KBYY,BBC,BYY, 28.9733009338,-95.8635025024,TX
KBZN,medium_airport,Gallatin Field,4473.0,Bozeman,KBZN,BZN,BZN, 45.77750015,-111.1529999,MT
KC02,small_airport,Grand Geneva Resort Airport,835.0,Lake Geneva,,XES,C02, 42.614899,-88.389603,WI
KC65,small_airport,Plymouth Municipal Airport,800.0,Plymouth,C65,PLY,C65, 41.365100860596,-86.300498962402,IN
KC80,small_airport,New Coalinga Municipal Airport,622.0,Coalinga,,CLG,C80, 36.16310119628906,-120.29399871826172,CA
KCAD,small_airport,Wexford County Airport,1307.0,Cadillac,KCAD,CAD,CAD, 44.2752990723,-85.4188995361,MI
KCAE,large_airport,Columbia Metropolitan Airport,236.0,Columbia,KCAE,CAE,CAE, 33.93880081176758,-81.11949920654297,SC
KCAG,small_airport,Craig Moffat Airport,6193.0,Craig,KCAG,CIG,CAG, 40.4952011108,-107.522003174,CO
KCAK,medium_airport,Akron Canton Regional Airport,1228.0,Akron,KCAK,CAK,CAK, 40.916099548339844,-81.44219970703125,OH
KCAO,small_airport,Clayton Municipal Airpark,4965.0,Clayton,KCAO,CAO,CAO, 36.4462013245,-103.166999817,NM
KCAR,medium_airport,Caribou Municipal Airport,626.0,Caribou,KCAR,CAR,CAR, 46.871498107899995,-68.0178985596,ME
KCBE,small_airport,Greater Cumberland Regional Airport,775.0,Cumberland,KCBE,CBE,CBE, 39.615398407,-78.7609024048,MD
KCBF,small_airport,Council Bluffs Municipal Airport,1253.0,Council Bluffs,KCBF,CBF,CBF, 41.2592010498,-95.760597229,IA
KCBK,small_airport,Shalz Field,3187.0,Colby,KCBK,CBK,CBK, 39.42750168,-101.0469971,KS
KCBM,large_airport,Columbus Air Force Base,219.0,Columbus,KCBM,CBM,CBM, 33.6437988281,-88.44380187990001,MS
KCC,seaplane_base,Coffman Cove Seaplane Base,0.0,Coffman Cove,KCC,KCC,KCC, 56.003200531,-132.841995239,AK
KCCB,small_airport,Cable Airport,1444.0,Upland,KCCB,CCB,CCB, 34.1115989685,-117.68800354,CA
KCCR,small_airport,Buchanan Field,26.0,Concord,KCCR,CCR,CCR, 37.9897003174,-122.056999207,CA
